task_id,ngo_id,title,ngo_name,about_task,direction_work,region,work_to_do,useful_skills,requirements_raw,skills_raw,skills_clean,directions_raw,directions_clean,format_raw,format_clean,participation_type,city_raw,city_clean,deadline,date_start,date_end,created_at,updated_at,publication_status,task_quality_score,is_duplicate_candidate,capacity,current_applications
task_00493,ngo_extra_0013,Провести занятие по рисованию для детей из малообеспеченных семей,Образовательная инициатива «Мы и общество»,"С 8 мая 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Оффлайн».",Люди без жилья,Красноярск,"- провести занятие или мастер-класс;
- соблюдать правила безопасности;
- взаимодействовать с куратором;
- поддерживать позитивную атмосферу;","Работа с детьми, PR","работа с детьми, PR","Работа с детьми, PR","Работа с детьми, PR",Люди без жилья,Люди без жилья,Оффлайн,Оффлайн,Оффлайн,Красноярск,Красноярск,2026-05-27,08.05.2026,27.05.2026,2026-05-08,2026-05-11,published,0.95,0,2,8
task_00494,ngo_extra_0014,Провести психологические консультации для участников кризисного проекта,Центр добровольчества «Вологодские волонтёры»,"До 29 мая 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Помощь пожилым,Волгоград,"- соблюдать этику и конфиденциальность;
- участвовать в супервизии команды;
- вести краткие записи;
- проводить индивидуальные консультации или групповые встречи;",Психология,психология,Психология,Психология,Помощь пожилым / Миграция,Помощь пожилым|Миграция,Оффлайн,Оффлайн,Оффлайн,Волгоград,Волгоград,2026-05-29,23.01.2026,29.05.2026,2026-01-23,2026-02-01,published,0.967,0,1,3
task_00495,ngo_extra_0015,Помочь архивировать документы за несколько лет,Благотворительный фонд «Активное долголетие»,Нужна волонтёрская помощь в формате «Онлайн». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Инклюзия,Санкт-Петербург,"- создать удобную структуру хранения;
- обучить команду работе с документами;
- разобрать и систематизировать архив;
- провести инвентаризацию;","Работа с документами, Фото и видео, Юридические услуги",работа с документами /  МОНТАЖ  / юридические услуги,"Работа с документами, Фото и видео, Юридические услуги","Работа с документами, Фото и видео, Юридические услуги",Инклюзия,Инклюзия,Онлайн,Онлайн,Онлайн,Санкт-Петербург,Санкт-Петербург,2026-06-08,30.03.2026,08.06.2026,2026-03-30,2026-03-31,published,0.933,0,2,3
task_00496,ngo_extra_0016,Перевести памятку о правах для мигрантов,Просветительский проект «Право на город»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Образование». Особенно пригодятся навыки: Переводы.",Образование,Волгоград,"- переводить документы и переписку;
- адаптировать материалы для аудитории;
- соблюдать конфиденциальность;
- помогать на встречах;",Переводы, ПЕРЕВОДЫ ,Переводы,Переводы,Образование,Образование,Оффлайн,Оффлайн,Оффлайн,Волгоград,Волгоград,2026-06-06,19.04.2026,06.06.2026,2026-04-19,2026-04-28,published,0.98,0,2,2
task_00497,ngo_extra_0017,Написать и разослать пресс-релиз о мероприятии,Волонтёрский центр «Тульское добровольчество»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Волгоград и передать итог команде.",Инклюзия,Волгоград,"- готовить питчи и предложения для СМИ;
- составлять пресс-релизы;
- выстраивать контакты с журналистами;
- помогать с выступлениями спикеров;","PR, Работа с документами, Организация мероприятий",PR; работа с документами; организация мероприятий,"PR, Работа с документами, Организация мероприятий, Психология","PR, Работа с документами, Организация мероприятий, Психология",Инклюзия / Кризисные ситуации,Инклюзия|Кризисные ситуации,Онлайн,Онлайн,Онлайн,Волгоград,Волгоград,2026-06-04,05.02.2026,04.06.2026,2026-02-05,2026-02-15,published,0.933,0,2,3
task_00498,ngo_extra_0018,Стать наставником для выпускника детского дома,Волонтёрский центр «Нижегородские добровольцы»,"Мы ищем волонтёр-копирайтер, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Культура и искусство,Красноярск,"- соблюдать конфиденциальность;
- участвовать во встречах наставников;
- помогать с конкретными задачами и целями;
- регулярно общаться с подопечным;",Наставничество,наставничество,Наставничество,Наставничество,Культура и искусство,Культура и искусство,Смешанный,Смешанный,Смешанный,Красноярск,Красноярск,2026-07-18,15.01.2026,18.07.2026,2026-01-15,2026-01-20,published,0.86,0,2,3
task_00499,ngo_extra_0019,Вести Телеграм-канал организации в течение месяца,Социальная инициатива «Добрый двор»,"Нам нужен волонтёр для работы с контентом и коммуникациями: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — оффлайн.",Дети и молодёжь,Волгоград,"- создавать посты и истории;
- анализировать охваты;
- следить за реакциями и отвечать на комментарии;
- готовить контент-план;","SMM, Юридические услуги","ведение соцсетей, Юридические услуги","SMM, Юридические услуги","SMM, Юридические услуги",Дети и молодёжь / Здравоохранение / Инклюзия / Правозащита,Дети и молодёжь|Здравоохранение|Инклюзия|Правозащита,Оффлайн,Оффлайн,Оффлайн,Волгоград,Волгоград,2026-05-18,01.02.2026,18.05.2026,2026-02-01,2026-02-04,published,0.95,0,5,6
task_00500,ngo_extra_0020,Создать брендбук для новой организации,Просветительский центр «Открытый класс»,"Необходимо помочь проекту в направлении «Спорт и ЗОЖ». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Спорт и ЗОЖ,Екатеринбург,"- адаптировать материалы под разные форматы;
- согласовывать правки с командой;
- передавать готовые файлы;
- разрабатывать макеты по брифу;",Дизайн, ДИЗАЙН ,Дизайн,Дизайн,Спорт и ЗОЖ / Сельские территории,Спорт и ЗОЖ|Сельские территории,Онлайн,Онлайн,Онлайн,Екатеринбург,Екатеринбург,2026-05-25,28.03.2026,25.05.2026,2026-03-28,2026-04-07,published,0.884,0,1,1
task_00501,ngo_extra_0021,Настроить CRM для учёта волонтёров в организации,Социальная инициатива «Мобильная аптека»,"Команде нужна поддержка волонтёра в регионе Красноярск. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Социальная помощь,Красноярск,"- написать краткую инструкцию;
- разобраться в текущих процессах;
- настроить выбранный инструмент;
- обучить 1–2 сотрудников;",IT,нейросети,IT,IT,Социальная помощь,Социальная помощь,Смешанный,Смешанный,Смешанный,Красноярск,Красноярск,2026-06-06,19.02.2026,06.06.2026,2026-02-19,2026-02-26,published,0.92,0,2,3
task_00502,ngo_extra_0022,Провести первичный обзвон новых участников программы,Инициатива «Помощь после выхода»,Потребуется помощь волонтёр для коммуникации с участниками. Работа связана с направлением «Животные» и предполагает практический результат без лишней бюрократии.,Животные,Челябинск,"- обрабатывать входящие обращения;
- отвечать на запросы по телефону или в мессенджере;
- вести переписку с участниками;
- фиксировать обращения в базе;",Коммуникация,поддержка,Коммуникация,Коммуникация,Животные / Инклюзия,Животные|Инклюзия,Онлайн,Онлайн,Онлайн,Челябинск,Челябинск,2026-06-15,08.05.2026,15.06.2026,2026-05-08,2026-05-11,published,0.925,0,5,4
task_00503,ngo_extra_0023,Разработать простой сайт для некоммерческой организации,АНО «Социальный капитал»,"С 24 декабря 2025 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Смешанный».",Правозащита,Самара,"- разработать решение;
- протестировать и передать результат;
- уточнить техническое задание;
- оформить документацию;","Программирование, Исследования, Организация мероприятий",js | исследования | организация мероприятий,"Программирование, Исследования, Организация мероприятий","Программирование, Исследования, Организация мероприятий",Правозащита,Правозащита,Смешанный,Смешанный,Смешанный,Самара,Самара,2026-07-12,24.12.2025,12.07.2026,2025-12-24,2025-12-24,published,0.9,0,1,2
task_00504,ngo_extra_0024,Участвовать в выездном медицинском пункте для бездомных,Социальная инициатива «Живой огород»,"До 20 мая 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Здравоохранение,Волгоград,"- взаимодействовать с командой;
- участвовать в выезде или приёме;
- помогать с документами для подопечных;
- вести краткую документацию;","Медицина, Программирование, Работа с документами",Медицина / js / Работа с документами,"Медицина, Программирование, Работа с документами, Организация мероприятий","Медицина, Программирование, Работа с документами, Организация мероприятий",Здравоохранение / Животные,Здравоохранение|Животные,Онлайн,Онлайн,Онлайн,Волгоград,Волгоград,2026-05-20,18.02.2026,20.05.2026,2026-02-18,2026-02-24,published,0.967,0,2,3
task_00505,ngo_extra_0025,Написать и разослать пресс-релиз о мероприятии,Образовательный проект «Умный город»,Нужна волонтёрская помощь в формате «Оффлайн». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Культура и искусство,Екатеринбург,"- готовить питчи и предложения для СМИ;
- выстраивать контакты с журналистами;
- составлять пресс-релизы;
- помогать с выступлениями спикеров;",PR,PR,PR,PR,Культура и искусство / Правозащита,Культура и искусство|Правозащита,Оффлайн,Оффлайн,Оффлайн,Екатеринбург,Екатеринбург,2026-06-12,21.03.2026,12.06.2026,2026-03-21,2026-03-23,published,0.933,0,1,3
task_00506,ngo_extra_0026,Провести серию уроков по финансовой грамотности для подростков,Благотворительный фонд «Неравнодушные»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Правозащита». Особенно пригодятся навыки: Педагогика, Аналитика и Медицина.",Правозащита,Екатеринбург,"- собрать обратную связь;
- скорректировать программу по итогам;
- подготовить содержание занятия;
- провести занятие или серию встреч;","Педагогика, Аналитика, Медицина",педагогика; анализ данных; Медицина,"Педагогика, Аналитика, Медицина","Педагогика, Аналитика, Медицина",Правозащита / Спорт и ЗОЖ,Правозащита|Спорт и ЗОЖ,Онлайн,Онлайн,Онлайн,Екатеринбург,Екатеринбург,2026-05-25,29.01.2026,25.05.2026,2026-01-29,2026-02-08,published,0.9,0,2,6
task_00507,ngo_extra_0027,Запустить краудфандинговую кампанию на Планете.ру,Благотворительный фонд «Горизонт»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Волгоград и передать итог команде.",Люди без жилья,Волгоград,"- отчитываться об итогах сбора;
- координировать продвижение;
- разработать идею кампании;
- подготовить тексты и контент;","Фандрайзинг, Исследования",фандрайзинг / исследования,"Фандрайзинг, Исследования","Фандрайзинг, Исследования",Люди без жилья / Кризисные ситуации / Инклюзия,Люди без жилья|Кризисные ситуации|Инклюзия,Онлайн,Онлайн,Онлайн,Волгоград,Волгоград,2026-05-25,14.11.2025,25.05.2026,2025-11-14,2025-11-18,published,0.9,0,2,1
task_00508,ngo_extra_0028,Проверить договоры организации на соответствие законодательству,Образовательный проект «Цифровое поколение»,"Мы ищем волонтёр-аналитик, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Кризисные ситуации,Санкт-Петербург,"- проверять документы;
- проводить консультации по запросу;
- подготавливать шаблоны и памятки;
- объяснять правовые вопросы простым языком;","Юридические услуги, Координация волонтёров, Аналитика",Юридические услуги | Координация волонтёров |  АНАЛИЗ ДАННЫХ ,"Юридические услуги, Координация волонтёров, Аналитика","Юридические услуги, Координация волонтёров, Аналитика",Кризисные ситуации,Кризисные ситуации,Онлайн,Онлайн,Онлайн,Санкт-Петербург,Санкт-Петербург,2026-06-04,21.03.2026,04.06.2026,2026-03-21,2026-03-30,published,0.933,0,1,3
task_00509,ngo_extra_0029,Проанализировать эффективность работы горячей линии,АНО «Практика добра»,"Нам нужен волонтёр с опытом в визуальных материалах: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — онлайн.",Миграция,Воронеж,"- построить визуализацию или дашборд;
- изучить исходные данные;
- подготовить выводы в понятном формате;
- дать рекомендации команде;","Аналитика, Психология","excel, Психология","Аналитика, Психология","Аналитика, Психология",Миграция,Миграция,Онлайн,Онлайн,Онлайн,ВОРОНЕЖ,Воронеж,2026-06-10,30.11.2025,10.06.2026,2025-11-30,2025-12-09,published,0.953,0,2,5
task_00510,ngo_extra_0030,Провести опрос участников программы о качестве услуг,Инициатива «Помощь без бюрократии»,"Необходимо помочь проекту в направлении «Здравоохранение». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Здравоохранение,Казань,"- провести интервью или опросы;
- систематизировать результаты;
- подготовить краткий отчёт с выводами;
- разработать анкету или гайд;","Исследования, Педагогика, Наставничество","Исследования, педагогика, Наставничество","Исследования, Педагогика, Наставничество","Исследования, Педагогика, Наставничество",Здравоохранение / Кризисные ситуации / Культура и искусство,Здравоохранение|Кризисные ситуации|Культура и искусство,Онлайн,Онлайн,Онлайн,КАЗАНЬ,Казань,2026-06-10,25.12.2025,10.06.2026,2025-12-25,2026-01-02,published,0.917,0,1,6
task_00511,ngo_extra_0031,Проверить договоры организации на соответствие законодательству,Центр добровольчества «Иркутские волонтёры»,"Команде нужна поддержка волонтёра в регионе Красноярск. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Помощь пожилым,Красноярск,"- объяснять правовые вопросы простым языком;
- проводить консультации по запросу;
- подготавливать шаблоны и памятки;
- проверять документы;","Юридические услуги, Работа с детьми","Юридические услуги, работа с детьми","Юридические услуги, Работа с детьми","Юридические услуги, Работа с детьми",Помощь пожилым,Помощь пожилым,Онлайн,Онлайн,Онлайн,Красноярск,Красноярск,2026-06-08,18.12.2025,08.06.2026,2025-12-18,2025-12-28,published,0.879,0,3,3
task_00513,ngo_extra_0033,Вести Телеграм-канал организации в течение месяца,Центр добровольчества «Пермские волонтёры»,Потребуется помощь волонтёр для работы с контентом и коммуникациями. Работа связана с направлением «Кризисные ситуации» и предполагает практический результат без лишней бюрократии.,Кризисные ситуации,Воронеж,"- следить за реакциями и отвечать на комментарии;
- создавать посты и истории;
- готовить контент-план;
- анализировать охваты;","SMM, Программирование",смм / программирование,"SMM, Программирование","SMM, Программирование",Кризисные ситуации / Культура и искусство / Образование / Животные,Кризисные ситуации|Культура и искусство|Образование|Животные,Онлайн,Онлайн,Онлайн,Воронеж,Воронеж,2026-05-20,22.11.2025,20.05.2026,2025-11-22,2025-12-02,published,0.94,0,1,5
task_00515,ngo_extra_0035,Запустить краудфандинговую кампанию на Планете.ру,Благотворительный фонд «Добрый берег»,"С 13 декабря 2025 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Смешанный».",Культура и искусство,Уфа,"- разработать идею кампании;
- отчитываться об итогах сбора;
- подготовить тексты и контент;
- координировать продвижение;","Фандрайзинг, Работа с детьми",фандрайзинг; дети,"Фандрайзинг, Работа с детьми","Фандрайзинг, Работа с детьми",Культура и искусство,Культура и искусство,Смешанный,Смешанный,Смешанный,Уфа,Уфа,2026-06-25,13.12.2025,25.06.2026,2025-12-13,2025-12-19,published,0.98,0,1,0
task_00516,ngo_extra_0036,Помочь архивировать документы за несколько лет,Просветительская программа «Здоровая деревня»,"До 22 июня 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Образование,Воронеж,"- обучить команду работе с документами;
- провести инвентаризацию;
- создать удобную структуру хранения;
- разобрать и систематизировать архив;","Работа с документами, Наставничество, Исследования",работа с документами | Наставничество |  ИССЛЕДОВАНИЯ ,"Работа с документами, Наставничество, Исследования, IT, Педагогика","Работа с документами, Наставничество, Исследования, IT, Педагогика",Образование / Спорт и ЗОЖ,Образование|Спорт и ЗОЖ,Оффлайн,Оффлайн,Оффлайн,Воронеж,Воронеж,2026-06-22,07.01.2026,22.06.2026,2026-01-07,2026-01-08,published,0.9,0,1,2
task_00517,ngo_extra_0037,Разработать простой сайт для некоммерческой организации,Инициатива «Экологическая субботка»,Нужна волонтёрская помощь в формате «Оффлайн». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Спорт и ЗОЖ,Казань,"- оформить документацию;
- разработать решение;
- протестировать и передать результат;
- уточнить техническое задание;",Программирование,программирование,Программирование,Программирование,Спорт и ЗОЖ / Инклюзия,Спорт и ЗОЖ|Инклюзия,Оффлайн,Оффлайн,Оффлайн,Казань,Казань,2026-06-08,09.04.2026,08.06.2026,2026-04-09,2026-04-18,published,0.95,0,1,2
task_00518,ngo_extra_0038,Участвовать в выездном медицинском пункте для бездомных,Центр добровольчества «Астраханские волонтёры»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Помощь пожилым». Особенно пригодятся навыки: Медицина.",Помощь пожилым,Москва,"- вести краткую документацию;
- взаимодействовать с командой;
- помогать с документами для подопечных;
- участвовать в выезде или приёме;",Медицина, МЕДИЦИНА ,Медицина,Медицина,Помощь пожилым / Сельские территории / Инклюзия,Помощь пожилым|Сельские территории|Инклюзия,Онлайн,Онлайн,Онлайн,Москва,Москва,2026-05-18,22.11.2025,18.05.2026,2025-11-22,2025-11-26,published,0.917,0,2,6
task_00519,ngo_extra_0039,Разработать простой сайт для некоммерческой организации,Просветительский центр «Будущее рядом»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Уфа и передать итог команде.",Образование,Уфа,"- оформить документацию;
- протестировать и передать результат;
- уточнить техническое задание;
- разработать решение;",Программирование,js,Программирование,Программирование,Образование / Дети и молодёжь,Образование|Дети и молодёжь,Онлайн,Онлайн,Онлайн,Уфа,Уфа,2026-06-18,24.03.2026,18.06.2026,2026-03-24,2026-03-30,published,0.9,0,2,1
task_00520,ngo_extra_0040,Привлечь партнёров для совместной акции по сбору средств,Просветительский центр «Экопросвещение»,"Мы ищем волонтёр для работы с контентом и коммуникациями, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Культура и искусство,Санкт-Петербург,"- координировать продвижение;
- подготовить тексты и контент;
- разработать идею кампании;
- отчитываться об итогах сбора;",Фандрайзинг,фандрайзинг,Фандрайзинг,Фандрайзинг,Культура и искусство / Здравоохранение / Правозащита / Кризисные ситуации,Культура и искусство|Здравоохранение|Правозащита|Кризисные ситуации,Онлайн,Онлайн,Онлайн,САНКТ-ПЕТЕРБУРГ,Санкт-Петербург,2026-05-21,09.12.2025,21.05.2026,2025-12-09,2025-12-18,published,0.9,0,1,3
task_00521,ngo_extra_0041,Провести психологические консультации для участников кризисного проекта,Просветительский проект «Дети учат детей»,"Нам нужен волонтёр-копирайтер: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — смешанный.",Инклюзия,Пермь,"- проводить индивидуальные консультации или групповые встречи;
- соблюдать этику и конфиденциальность;
- вести краткие записи;
- участвовать в супервизии команды;","Психология, Медицина, Копирайтинг", ПСИХОЛОГИЯ  / Медицина / тексты,"Психология, Медицина, Копирайтинг, Наставничество","Психология, Медицина, Копирайтинг, Наставничество",Инклюзия,Инклюзия,Смешанный,Смешанный,Смешанный,Пермь,Пермь,2026-05-18,29.01.2026,18.05.2026,2026-01-29,2026-01-29,published,0.98,0,2,5
task_00522,ngo_extra_0042,Организовать набор волонтёров для уборки территории,Образовательный центр «Активный гражданин»,"Необходимо помочь проекту в направлении «Инклюзия». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Инклюзия,Уфа,"- поддерживать связь с волонтёрами;
- готовить отчёты по работе команды;
- вести реестр и распределять задачи;
- проводить вводные встречи;","Координация волонтёров, PR, Копирайтинг",координация волонтёров;  PR ;  ТЕКСТЫ ,"Координация волонтёров, PR, Копирайтинг","Координация волонтёров, PR, Копирайтинг",Инклюзия / Помощь пожилым,Инклюзия|Помощь пожилым,Онлайн,Онлайн,Онлайн,Уфа,Уфа,2026-06-30,20.04.2026,30.06.2026,2026-04-20,2026-04-29,published,0.933,0,1,6
task_00523,ngo_extra_0043,Создать брендбук для новой организации,Образовательная инициатива «Молодёжный актив»,"Команде нужна поддержка волонтёра в регионе Красноярск. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Инклюзия,Красноярск,"- адаптировать материалы под разные форматы;
- передавать готовые файлы;
- согласовывать правки с командой;
- разрабатывать макеты по брифу;","Дизайн, Коммуникация","canva, поддержка","Дизайн, Коммуникация","Дизайн, Коммуникация",Инклюзия / Кризисные ситуации / Социальная помощь,Инклюзия|Кризисные ситуации|Социальная помощь,Онлайн,Онлайн,Онлайн,Красноярск,Красноярск,2026-06-06,16.04.2026,06.06.2026,2026-04-16,2026-04-21,published,0.9,0,5,2
task_00524,ngo_extra_0044,Участвовать в выездном медицинском пункте для бездомных,Центр добровольчества «Активный гражданин»,Потребуется помощь волонтёр с вниманием к документам. Работа связана с направлением «Люди без жилья» и предполагает практический результат без лишней бюрократии.,Люди без жилья,Новосибирск,"- вести краткую документацию;
- участвовать в выезде или приёме;
- взаимодействовать с командой;
- помогать с документами для подопечных;",Медицина,Медицина,Медицина,Медицина,Люди без жилья,Люди без жилья,Смешанный,Смешанный,Смешанный,НОВОСИБИРСК,Новосибирск,2026-06-09,03.02.2026,09.06.2026,2026-02-03,2026-02-13,published,0.9,0,1,1
task_00525,ngo_extra_0045,Вести Телеграм-канал организации в течение месяца,Социальная инициатива «Скорая социальная помощь»,"С 24 февраля 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Онлайн».",Сельские территории,Самара,"- анализировать охваты;
- создавать посты и истории;
- готовить контент-план;
- следить за реакциями и отвечать на комментарии;","SMM, Аналитика",смм |  АНАЛИТИКА ,"SMM, Аналитика","SMM, Аналитика",Сельские территории,Сельские территории,Онлайн,Онлайн,Онлайн,Самара,Самара,2026-06-25,24.02.2026,25.06.2026,2026-02-24,2026-02-24,published,0.98,0,3,1
task_00526,ngo_extra_0046,Организовать набор волонтёров для уборки территории,Центр добровольчества «Рязанские волонтёры»,"До 25 мая 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Здравоохранение,Новосибирск,"- поддерживать связь с волонтёрами;
- вести реестр и распределять задачи;
- проводить вводные встречи;
- готовить отчёты по работе команды;",Координация волонтёров,Координация волонтёров,Координация волонтёров,Координация волонтёров,Здравоохранение / Культура и искусство,Здравоохранение|Культура и искусство,Онлайн,Онлайн,Онлайн,НОВОСИБИРСК,Новосибирск,2026-05-25,06.01.2026,25.05.2026,2026-01-06,2026-01-16,published,0.887,0,1,2
task_00527,ngo_extra_0047,Написать серию материалов о подопечных для сайта и соцсетей,Благотворительный фонд «Местный герой»,Нужна волонтёрская помощь в формате «Смешанный». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Миграция,Пермь,"- писать тексты по брифу и структуре;
- брать короткие интервью у подопечных;
- редактировать материалы команды;
- выдерживать тон и стиль бренда;",Копирайтинг,тексты,Копирайтинг,Копирайтинг,Миграция,Миграция,Смешанный,Смешанный,Смешанный,Пермь,Пермь,2026-05-29,02.05.2026,29.05.2026,2026-05-02,2026-05-10,published,0.907,0,2,4
task_00528,ngo_extra_0048,Перевести памятку о правах для мигрантов,Образовательный центр «Знание и действие»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Животные». Особенно пригодятся навыки: Переводы.",Животные,Нижний Новгород,"- помогать на встречах;
- соблюдать конфиденциальность;
- адаптировать материалы для аудитории;
- переводить документы и переписку;",Переводы,переводы,Переводы,Переводы,Животные,Животные,Онлайн,Онлайн,Онлайн,Нижний Новгород,Нижний Новгород,2026-05-20,18.11.2025,20.05.2026,2025-11-18,2025-11-20,published,0.92,0,5,7
task_00529,ngo_extra_0049,Участвовать в выездном медицинском пункте для бездомных,Инициатива «Лекарства для пожилых»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Пермь и передать итог команде.",Здравоохранение,Пермь,"- взаимодействовать с командой;
- помогать с документами для подопечных;
- вести краткую документацию;
- участвовать в выезде или приёме;",Медицина, МЕДИЦИНА ,Медицина,Медицина,Здравоохранение,Здравоохранение,Онлайн,Онлайн,Онлайн,Пермь,Пермь,2026-05-20,22.04.2026,20.05.2026,2026-04-22,2026-04-27,published,0.9,0,1,0
task_00530,ngo_extra_0050,Разработать простой сайт для некоммерческой организации,Благотворительный фонд «Территория добра»,"Мы ищем волонтёр-наставник, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Инклюзия,Ростов-на-Дону,"- протестировать и передать результат;
- оформить документацию;
- уточнить техническое задание;
- разработать решение;","Программирование, Педагогика, Переводы",программирование / педагогика / переводы,"Программирование, Педагогика, Переводы, PR, IT, Работа с детьми","Программирование, Педагогика, Переводы, PR, IT, Работа с детьми",Инклюзия,Инклюзия,Онлайн,Онлайн,Онлайн,Ростов-на-Дону,Ростов-на-Дону,2026-07-04,17.12.2025,04.07.2026,2025-12-17,2025-12-26,published,0.95,0,1,2
task_00531,ngo_extra_0051,Провести первичный обзвон новых участников программы,Просветительский центр «Рядом с природой»,"Нам нужен волонтёр для коммуникации с участниками: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — оффлайн.",Экология,Челябинск,"- обрабатывать входящие обращения;
- фиксировать обращения в базе;
- отвечать на запросы по телефону или в мессенджере;
- вести переписку с участниками;",Коммуникация,поддержка,Коммуникация,Коммуникация,Экология / Животные,Экология|Животные,Оффлайн,Оффлайн,Оффлайн,Челябинск,Челябинск,2026-06-25,12.11.2025,25.06.2026,2025-11-12,2025-11-18,published,0.971,0,2,7
